,index,amount,transaction_id,rate,flat_fee,product,Date 
14632,103440,2351,pr_1647320100650947351,0.03,0,pr,15/03/2022
42588,103443,1408,pr_1647362032476971408,0.03,0,pr,15/03/2022
38126,103446,220,pr_1647343780948378220,0.03,0,pr,15/03/2022
5050,103448,569,pr_1647336354683628569,0.03,0,pr,15/03/2022
23887,103449,331,pr_1647345509692872331,0.03,0,pr,15/03/2022
39578,103450,2296,pr_1647359031646730296,0.03,0,pr,15/03/2022
42735,103456,1085,pr_1647349298177515085,0.03,0,pr,15/03/2022
2053,103458,168,pr_1647353080673209168,0.03,0,pr,15/03/2022
28386,103467,381,pr_1647432747018566381,0.03,0,pr,16/03/2022
27344,103469,193,pr_1647451878843727193,0.03,0,pr,16/03/2022
43600,103472,1642,pr_1647441621379520642,0.03,0,pr,16/03/2022
44301,103475,1410,pr_1647439059429760410,0.03,0,pr,16/03/2022
13523,103482,72,pr_1647434849746085072,0.03,0,pr,16/03/2022
28802,103483,811,pr_1647430222988919811,0.03,0,pr,16/03/2022
14463,103488,5,pr_1647424781647969005,0.03,0,pr,16/03/2022
4144,103494,545,pr_1647425674538461545,0.03,0,pr,16/03/2022
8428,103500,1838,pr_1647458057636275838,0.03,0,pr,16/03/2022
29726,103502,2195,pr_1647424956838079195,0.03,0,pr,16/03/2022
45181,103505,63,pr_1647412020185356063,0.03,0,pr,16/03/2022
45149,103513,1506,pr_1647414768044856506,0.03,0,pr,16/03/2022
5288,103515,517,pr_1647434941914666517,0.03,0,pr,16/03/2022
16877,103518,1690,pr_1647419791604108690,0.03,0,pr,16/03/2022
15508,103524,376,pr_1647432032275613376,0.03,0,pr,16/03/2022
1458,103527,931,pr_1647438729163337931,0.03,0,pr,16/03/2022
13975,103528,1300,pr_1647439363187164300,0.03,0,pr,16/03/2022
30897,103529,2815,pr_1647421908489263815,0.03,0,pr,16/03/2022
41832,103531,87,pr_1647397877107257087,0.03,0,pr,16/03/2022
26155,103534,15123232323,pr_1647456376545522598,0.03,0,pr,16/03/2022
40314,103535,327,pr_1647421844401376327,0.03,0,pr,16/03/2022
4404,103536,1225,pr_1647401476479002225,0.03,0,pr,16/03/2022
4850,103539,2182,pr_1647399947517111182,0.03,0,pr,16/03/2022
17309,103541,185,pr_1647416731517861185,0.03,0,pr,16/03/2022
31775,103543,1808,pr_1647513651425341808,0.03,0,pr,17/03/2022
46453,103546,2022,pr_1647496757809102022,0.03,0,pr,17/03/2022
43632,103548,967,pr_1647525809804697967,0.03,0,pr,17/03/2022
13055,103549,2023,pr_1647488325809196023,0.03,0,pr,17/03/2022
13735,103554,1420,pr_1647512900280569420,0.03,0,pr,17/03/2022
12726,103556,441,pr_1647531370154014441,0.03,0,pr,17/03/2022
27965,103559,438,pr_1647510155014197438,0.03,0,pr,17/03/2022
22322,103567,1458,pr_1647503535763654458,0.03,0,pr,17/03/2022
5054,103568,646,pr_1647535180289000646,0.03,0,pr,17/03/2022
31748,103569,507,pr_1647502006403749507,0.03,0,pr,17/03/2022
30889,103571,236,pr_1647515010031138236,0.03,0,pr,17/03/2022
1368,103572,412,pr_1647509797060973412,0.03,0,pr,17/03/2022
9312,103573,135,pr_1647509757100761135,0.03,0,pr,17/03/2022
23911,103574,1599,pr_1647534206866390599,0.03,0,pr,17/03/2022
14511,103579,610,pr_1647523542404657610,0.03,0,pr,17/03/2022
42101,103583,1102,pr_1647521522390690102,0.03,0,pr,17/03/2022
31039,103588,249,pr_1647522631287866249,0.03,0,pr,17/03/2022
10464,103597,670,pr_1647582927761730670,0.03,0,pr,18/03/2022
8298,103598,2247,pr_1647608899806083247,0.03,0,pr,18/03/2022
28429,103600,1581,pr_1647623941924844581,0.03,0,pr,18/03/2022
5832,103605,1601,pr_1647611600375947601,0.03,0,pr,18/03/2022
27217,103611,3007,pr_1647601136319331007,0.03,0,pr,18/03/2022
44938,103613,264,pr_1647629075350185264,0.03,0,pr,18/03/2022
33507,103616,1104,pr_1647569371938924104,0.03,0,pr,18/03/2022
44096,103625,675,pr_1647579653200871675,0.03,0,pr,18/03/2022
37157,103628,2513,pr_1647596390605244513,0.03,0,pr,18/03/2022
10099,103631,826,pr_1647583804110720826,0.03,0,pr,18/03/2022
33002,103632,210,pr_1647618216915132210,0.03,0,pr,18/03/2022
11103,103634,1644,pr_1647608513370740644,0.03,0,pr,18/03/2022
42035,103635,1431,pr_1647631646521942431,0.03,0,pr,18/03/2022
8886,103637,702,pr_1647586469832131702,0.03,0,pr,18/03/2022
32985,103640,339,pr_1647579167941108339,0.03,0,pr,18/03/2022
11512,103642,1230,pr_1647605604716062230,0.03,0,pr,18/03/2022
3469,103655,864,pr_1647596267345457864,0.03,0,pr,18/03/2022
5520,103657,575,pr_1647630491798722575,0.03,0,pr,18/03/2022
35791,103660,309,pr_1647630507248381309,0.03,0,pr,18/03/2022
41109,103666,631,pr_1647580839048085631,0.03,0,pr,18/03/2022
35550,103669,1528,pr_1647572679209836528,0.03,0,pr,18/03/2022
2838,103672,736,pr_1647677335799160736,0.03,0,pr,19/03/2022
3968,103675,510,pr_1647681570816113510,0.03,0,pr,19/03/2022
16915,103677,1672,pr_1647665937427275672,0.03,0,pr,19/03/2022
7029,103680,1864,pr_1647685827364205864,0.03,0,pr,19/03/2022
32467,103686,1197,pr_1647683009515509197,0.03,0,pr,19/03/2022
28733,103688,838,pr_1647724574531442838,0.03,0,pr,19/03/2022
43888,103694,429,pr_1647704886794896429,0.03,0,pr,19/03/2022
15071,103697,1544,pr_1647674891632306544,0.03,0,pr,19/03/2022
21256,103699,235,pr_1647681307071302235,0.03,0,pr,19/03/2022
58,103703,806,pr_1647669337879288806,0.03,0,pr,19/03/2022
42821,103704,1414,pr_1647709566664621414,0.03,0,pr,19/03/2022
35077,103705,933,pr_1647706967237886933,0.03,0,pr,19/03/2022
33875,103709,1048,pr_1647662499440067048,0.03,0,pr,19/03/2022
44322,103710,1640,pr_1647706964288599640,0.03,0,pr,19/03/2022
13695,103711,639,pr_1647695605866273639,0.03,0,pr,19/03/2022
6459,103718,396,pr_1647710416415648396,0.03,0,pr,19/03/2022
32050,103719,1357,pr_1647700580227224357,0.03,0,pr,19/03/2022
32175,103724,390,pr_1647684558559799390,0.03,0,pr,19/03/2022
27318,103725,546,pr_1647696428495966546,0.03,0,pr,19/03/2022
11452,103726,1156,pr_1647664612619767156,0.03,0,pr,19/03/2022
20287,103732,1615,pr_1647681131646950615,0.03,0,pr,19/03/2022
18088,103734,1362,pr_1647684387369086362,0.03,0,pr,19/03/2022
4674,103737,1547,pr_1647684926624999547,0.03,0,pr,19/03/2022
29676,103738,338,pr_1647691778551353338,0.03,0,pr,19/03/2022
19620,103744,1385,pr_1647668080281883385,0.03,0,pr,19/03/2022
35407,103759,79,pr_1647763523139787079,0.03,0,pr,20/03/2022
24484,103761,154,pr_1647762385651591154,0.03,0,pr,20/03/2022
31157,103764,1597,pr_1647739352382679597,0.03,0,pr,20/03/2022
27060,103767,1873,pr_1647793017338845873,0.03,0,pr,20/03/2022
4245,103769,1355,pr_1647751920046880355,0.03,0,pr,20/03/2022
16491,103774,813,pr_1647814474506378813,0.03,0,pr,20/03/2022
12026,103782,1246,pr_1647794862250037246,0.03,0,pr,20/03/2022
27513,103790,352,pr_1647780363273477352,0.03,0,pr,20/03/2022
19080,103791,1187,pr_1647782451355800187,0.03,0,pr,20/03/2022
23878,103792,10123232323,pr_1647770198509437098,0.03,0,pr,20/03/2022
18309,103794,961,pr_1647756145371311961,0.03,0,pr,20/03/2022
26687,103800,429,pr_1647793480313165429,0.03,0,pr,20/03/2022
17096,103801,1470,pr_1647789965513157470,0.03,0,pr,20/03/2022
16560,103807,1458,pr_1647766282444287458,0.03,0,pr,20/03/2022
11839,103813,2268,pr_1647800327730648268,0.03,0,pr,20/03/2022
14489,103815,416,pr_1647734836973622416,0.03,0,pr,20/03/2022
4678,103816,225,pr_1647772758689176225,0.03,0,pr,20/03/2022
21210,103821,778,pr_1647804065179490778,0.03,0,pr,20/03/2022
35010,103823,2746,pr_1647806445801877746,0.03,0,pr,20/03/2022
243,103824,2810,pr_1647785102255591810,0.03,0,pr,20/03/2022
26751,103825,357,pr_1647751441920760357,0.03,0,pr,20/03/2022
46891,103826,1541,pr_1647774625772362541,0.03,0,pr,20/03/2022
11725,103827,247,pr_1647783346828075247,0.03,0,pr,20/03/2022
20803,103829,188,pr_1647797869087593188,0.03,0,pr,20/03/2022
29932,103831,439,pr_1647798344022382439,0.03,0,pr,20/03/2022
6622,103832,1276,pr_1647881386024678276,0.03,0,pr,21/03/2022
5460,103838,1921,pr_1647881073054376921,0.03,0,pr,21/03/2022
15074,103839,684,pr_1647867796439809684,0.03,0,pr,21/03/2022
14545,103842,1882,pr_1647895152666667882,0.03,0,pr,21/03/2022
12454,103843,978,pr_1647864200987519978,0.03,0,pr,21/03/2022
37647,103844,2247,pr_1647848227267732247,0.03,0,pr,21/03/2022
32542,103845,1066,pr_1647865857169094066,0.03,0,pr,21/03/2022
44400,103847,1128,pr_1647868165788759128,0.03,0,pr,21/03/2022
45336,103851,1656,pr_1647876741722063656,0.03,0,pr,21/03/2022
15259,103855,710,pr_1647839551901903710,0.03,0,pr,21/03/2022
12388,103857,848,pr_1647861739473678848,0.03,0,pr,21/03/2022
30265,103858,328,pr_1647857759895342328,0.03,0,pr,21/03/2022
2775,103865,930,pr_1647859545754556930,0.03,0,pr,21/03/2022
45408,103866,165,pr_1647859472627964165,0.03,0,pr,21/03/2022
26859,103870,1064,pr_1647847863045667064,0.03,0,pr,21/03/2022
5802,103872,193,pr_1647844988448357193,0.03,0,pr,21/03/2022
16617,103875,103,pr_1647892424063634103,0.03,0,pr,21/03/2022
12404,103877,565,pr_1647858890485966565,0.03,0,pr,21/03/2022
46491,103879,1795,pr_1647848888216890795,0.03,0,pr,21/03/2022
14879,103881,92,pr_1647855664487877092,0.03,0,pr,21/03/2022
46359,103885,605,pr_1647852069113751605,0.03,0,pr,21/03/2022
41467,103887,2624,pr_1647843525893669624,0.03,0,pr,21/03/2022
41153,103889,1085,pr_1647827469991187085,0.03,0,pr,21/03/2022
22058,103890,948,pr_1647849802361633948,0.03,0,pr,21/03/2022
12725,103896,248,pr_1647842856936014248,0.03,0,pr,21/03/2022
19758,103897,28,pr_1647835807900949028,0.03,0,pr,21/03/2022
14849,103898,821,pr_1647821847544485821,0.03,0,pr,21/03/2022
28534,103899,43,pr_1647873553036228043,0.03,0,pr,21/03/2022
18886,103901,563,pr_1647858537252919563,0.03,0,pr,21/03/2022
9124,103912,1061,pr_1647974317752497061,0.03,0,pr,22/03/2022
11346,103915,799,pr_1647957781006200799,0.03,0,pr,22/03/2022
18233,103919,474,pr_1647930074292355474,0.03,0,pr,22/03/2022
9128,103921,363,pr_1647962429526580363,0.03,0,pr,22/03/2022
485,103927,1639,pr_1647956958842406639,0.03,0,pr,22/03/2022
20910,103932,1716,pr_1647963229025978716,0.03,0,pr,22/03/2022
33274,103933,6123232323,pr_1647952553282785698,0.03,0,pr,22/03/2022
28311,103934,520,pr_1647923453365247520,0.03,0,pr,22/03/2022
39688,103936,40,pr_1647943061879241040,0.03,0,pr,22/03/2022
152,103937,585,pr_1647961137773806585,0.03,0,pr,22/03/2022
22746,103946,734,pr_1647932630378648734,0.03,0,pr,22/03/2022
30244,103950,878,pr_1647950221136510878,0.03,0,pr,22/03/2022
32170,103951,730,pr_1647975308907763730,0.03,0,pr,22/03/2022
5399,103953,648,pr_1647961943118221648,0.03,0,pr,22/03/2022
43954,103954,617,pr_1647927284035240617,0.03,0,pr,22/03/2022
28350,103955,695,pr_1647948609895557695,0.03,0,pr,22/03/2022
37516,103960,992,pr_1647947875187131992,0.03,0,pr,22/03/2022
41195,103964,218,pr_1647971110045582218,0.03,0,pr,22/03/2022
30073,103965,1829,pr_1647981596251655829,0.03,0,pr,22/03/2022
4699,103978,387,pr_1648016557103909387,0.03,0,pr,23/03/2022
368,103980,2443,pr_1648070069318964443,0.03,0,pr,23/03/2022
24068,103982,2053,pr_1648002145094544053,0.03,0,pr,23/03/2022
41516,103983,72,pr_1648014986051351072,0.03,0,pr,23/03/2022
23217,103984,539,pr_1648042744202525539,0.03,0,pr,23/03/2022
24700,103986,1304,pr_1648023994369197304,0.03,0,pr,23/03/2022
13696,103989,363,pr_1648041627395681363,0.03,0,pr,23/03/2022
21571,103993,1084,pr_1648011559484363084,0.03,0,pr,23/03/2022
11019,103995,222,pr_1648060904912353222,0.03,0,pr,23/03/2022
20074,103997,2149,pr_1648023183848918149,0.03,0,pr,23/03/2022
32712,103999,193,pr_1648050425794145193,0.03,0,pr,23/03/2022
9813,104002,717,pr_1648033132418389717,0.03,0,pr,23/03/2022
2525,104006,25,pr_1648043475630973025,0.03,0,pr,23/03/2022
28515,104016,816,pr_1648043072899293816,0.03,0,pr,23/03/2022
20541,104022,630,pr_1648015509414666630,0.03,0,pr,23/03/2022
13232,104031,1688,pr_1648030722777234688,0.03,0,pr,23/03/2022
17876,104032,112,pr_1648017504731086112,0.03,0,pr,23/03/2022
23778,104033,33,pr_1648005663638584033,0.03,0,pr,23/03/2022
33290,104036,467,pr_1648130264590010467,0.03,0,pr,24/03/2022
21421,104038,235,pr_1648095667419301235,0.03,0,pr,24/03/2022
32067,104042,1082,pr_1648122455189279082,0.03,0,pr,24/03/2022
35432,104049,1381,pr_1648113790411416381,0.03,0,pr,24/03/2022
42357,104054,957,pr_1648115330650209957,0.03,0,pr,24/03/2022
22487,104058,516,pr_1648124239096260516,0.03,0,pr,24/03/2022
37860,104064,1188,pr_1648108334481757188,0.03,0,pr,24/03/2022
46758,104066,1152,pr_1648100124015656152,0.03,0,pr,24/03/2022
31608,104068,996,pr_1648133117969209996,0.03,0,pr,24/03/2022
10493,104069,2749,pr_1648141105097388749,0.03,0,pr,24/03/2022
6112,104071,2188,pr_1648139058724265188,0.03,0,pr,24/03/2022
18113,104072,247,pr_1648118768532976247,0.03,0,pr,24/03/2022
33270,104075,642,pr_1648159920835279642,0.03,0,pr,24/03/2022
20306,104081,316,pr_1648155849402059316,0.03,0,pr,24/03/2022
5872,104089,1842,pr_1648097435742117842,0.03,0,pr,24/03/2022
8803,104090,2291,pr_1648117576562466291,0.03,0,pr,24/03/2022
14643,104091,1896,pr_1648139168930297896,0.03,0,pr,24/03/2022
38251,104095,118,pr_1648212276041426118,0.03,0,pr,25/03/2022
36205,104096,1269,pr_1648200413673745269,0.03,0,pr,25/03/2022
10788,104097,113,pr_1648224419114245113,0.03,0,pr,25/03/2022
14241,104098,2320,pr_1648189645467086320,0.03,0,pr,25/03/2022
12611,104105,958,pr_1648210378794377958,0.03,0,pr,25/03/2022
28504,104107,605,pr_1648223676057239605,0.03,0,pr,25/03/2022
16301,104108,510,pr_1648193648402144510,0.03,0,pr,25/03/2022
35642,104109,444,pr_1648225151449653444,0.03,0,pr,25/03/2022
35989,104114,933,pr_1648185812465275933,0.03,0,pr,25/03/2022
44505,104117,1310,pr_1648215417298471310,0.03,0,pr,25/03/2022
20073,104123,2684,pr_1648219753601923684,0.03,0,pr,25/03/2022
1663,104125,967,pr_1648220470545070967,0.03,0,pr,25/03/2022
46898,104126,687,pr_1648211960044492687,0.03,0,pr,25/03/2022
20872,104127,1859,pr_1648209841292211859,0.03,0,pr,25/03/2022
12958,104132,87,pr_1648206066466509087,0.03,0,pr,25/03/2022
3271,104138,1504,pr_1648274433180023504,0.03,0,pr,26/03/2022
41305,104144,2318,pr_1648293775213400318,0.03,0,pr,26/03/2022
41528,104150,74,pr_1648289003333261074,0.03,0,pr,26/03/2022
47299,104154,532,pr_1648292813423782532,0.03,0,pr,26/03/2022
39145,104156,2260,pr_1648312422345767260,0.03,0,pr,26/03/2022
34353,104159,728,pr_1648295778762122728,0.03,0,pr,26/03/2022
34767,104162,2781,pr_1648308943744364781,0.03,0,pr,26/03/2022
45337,104164,626,pr_1648290678978138626,0.03,0,pr,26/03/2022
21736,104167,1952,pr_1648296881159433952,0.03,0,pr,26/03/2022
46387,104168,813,pr_1648277772556678813,0.03,0,pr,26/03/2022
5353,104172,1188,pr_1648307129625547188,0.03,0,pr,26/03/2022
33530,104173,976,pr_1648268359586499976,0.03,0,pr,26/03/2022
6776,104175,1040,pr_1648291057334629040,0.03,0,pr,26/03/2022
1199,104177,2351,pr_1648323064234664351,0.03,0,pr,26/03/2022
18223,104180,14123232323,pr_1648278336634725498,0.03,0,pr,26/03/2022
47119,104182,25123232323,pr_1648265539943479598,0.03,0,pr,26/03/2022
46061,104184,1029,pr_1648283811320192029,0.03,0,pr,26/03/2022
6348,104188,606,pr_1648255099417427606,0.03,0,pr,26/03/2022
5758,104189,990,pr_1648270059299181990,0.03,0,pr,26/03/2022
38624,104190,1596,pr_1648320373198300596,0.03,0,pr,26/03/2022
39362,104191,1489,pr_1648312863980804489,0.03,0,pr,26/03/2022
18820,104193,2362,pr_1648318012181224362,0.03,0,pr,26/03/2022
13323,104194,950,pr_1648313610629305950,0.03,0,pr,26/03/2022
17342,104197,144,pr_1648302664081795144,0.03,0,pr,26/03/2022
29937,104202,1825,pr_1648297016004774825,0.03,0,pr,26/03/2022
16843,104204,1333,pr_1648384869593422333,0.03,0,pr,27/03/2022
7717,104217,2367,pr_1648339818163573367,0.03,0,pr,27/03/2022
15880,104218,12123232323,pr_1648376929181305298,0.03,0,pr,27/03/2022
4126,104220,118,pr_1648373551509251118,0.03,0,pr,27/03/2022
23343,104221,1058,pr_1648355815783409058,0.03,0,pr,27/03/2022
9651,104222,1370,pr_1648386652556856370,0.03,0,pr,27/03/2022
16804,104229,1467,pr_1648365195541603467,0.03,0,pr,27/03/2022
44985,104230,871,pr_1648388850133676871,0.03,0,pr,27/03/2022
31751,104232,37,pr_1648359712996889037,0.03,0,pr,27/03/2022
16061,104233,1512,pr_1648361544516277512,0.03,0,pr,27/03/2022
32443,104237,1393,pr_1648385959677342393,0.03,0,pr,27/03/2022
26133,104245,1136,pr_1648399331536301136,0.03,0,pr,27/03/2022
46286,104246,104,pr_1648397562256532104,0.03,0,pr,27/03/2022
36415,104247,954,pr_1648356613653779954,0.03,0,pr,27/03/2022
2213,104250,223,pr_1648361692084772223,0.03,0,pr,27/03/2022
42010,104255,2645,pr_1648393458911411645,0.03,0,pr,27/03/2022
23309,104258,1380,pr_1648375622235407380,0.03,0,pr,27/03/2022
25674,104260,2027,pr_1648398988076411027,0.03,0,pr,27/03/2022
40006,104264,110,pr_1648403028122319110,0.03,0,pr,27/03/2022
25338,104265,485,pr_1648372979931101485,0.03,0,pr,27/03/2022
44107,104266,2362,pr_1648377157136690362,0.03,0,pr,27/03/2022
30636,104267,127,pr_1648345144790347127,0.03,0,pr,27/03/2022
21899,104269,2317,pr_1648394758993352317,0.03,0,pr,27/03/2022
36460,104275,959,pr_1648403300574232959,0.03,0,pr,27/03/2022
34095,104277,390,pr_1648401742046458390,0.03,0,pr,27/03/2022
30619,104280,1276,pr_1648455672392331276,0.03,0,pr,28/03/2022
19,104282,1314,pr_1648470286095415314,0.03,0,pr,28/03/2022
9508,104297,1296,pr_1648490427198428296,0.03,0,pr,28/03/2022
9461,104298,562,pr_1648473619783657562,0.03,0,pr,28/03/2022
40600,104301,464,pr_1648469435613181464,0.03,0,pr,28/03/2022
11714,104303,188,pr_1648471905297190188,0.03,0,pr,28/03/2022
32453,104308,1280,pr_1648441495053345280,0.03,0,pr,28/03/2022
38995,104309,3400,pr_1648452796053607400,0.03,0,pr,28/03/2022
13325,104311,1829,pr_1648488479741773829,0.03,0,pr,28/03/2022
45174,104318,1678,pr_1648456824811315678,0.03,0,pr,28/03/2022
41021,104320,1393,pr_1648475800701982393,0.03,0,pr,28/03/2022
10604,104321,613,pr_1648449896188779613,0.03,0,pr,28/03/2022
46336,104327,635,pr_1648563236018211635,0.03,0,pr,29/03/2022
37726,104330,332,pr_1648545886543310332,0.03,0,pr,29/03/2022
15011,104332,1859,pr_1648547962431161859,0.03,0,pr,29/03/2022
39938,104338,447,pr_1648512668646633447,0.03,0,pr,29/03/2022
38339,104341,229,pr_1648559789451548229,0.03,0,pr,29/03/2022
26848,104342,945,pr_1648559715697230945,0.03,0,pr,29/03/2022
26427,104343,3350,pr_1648562996656728350,0.03,0,pr,29/03/2022
6292,104345,1246,pr_1648556732527995246,0.03,0,pr,29/03/2022
11910,104348,762,pr_1648512619767911762,0.03,0,pr,29/03/2022
7456,104356,480,pr_1648527669621365480,0.03,0,pr,29/03/2022
5384,104358,609,pr_1648535959092272609,0.03,0,pr,29/03/2022
34346,104359,442,pr_1648542719227559442,0.03,0,pr,29/03/2022
20152,104360,2697,pr_1648521399392399697,0.03,0,pr,29/03/2022
36772,104364,332,pr_1648635272208055332,0.03,0,pr,30/03/2022
10855,104365,378,pr_1648621370951979378,0.03,0,pr,30/03/2022
46998,104366,5,pr_1648638509259578005,0.03,0,pr,30/03/2022
21206,104369,3481,pr_1648647768332457481,0.03,0,pr,30/03/2022
27273,104371,1016,pr_1648635324651798016,0.03,0,pr,30/03/2022
37990,104375,1497,pr_1648599187559503497,0.03,0,pr,30/03/2022
36369,104377,404,pr_1648651376192233404,0.03,0,pr,30/03/2022
17718,104379,165,pr_1648647922257526165,0.03,0,pr,30/03/2022
29338,104384,1585,pr_1648600975820448585,0.03,0,pr,30/03/2022
30933,104388,641,pr_1648640663011941641,0.03,0,pr,30/03/2022
8190,104389,428,pr_1648655103602958428,0.03,0,pr,30/03/2022
25593,104392,933,pr_1648666547980340933,0.03,0,pr,30/03/2022
40608,104395,513,pr_1648618766356788513,0.03,0,pr,30/03/2022
34336,104406,1285,pr_1648725691123826285,0.03,0,pr,31/03/2022
18031,104414,818,pr_1648740815795181818,0.03,0,pr,31/03/2022
46164,104417,1089,pr_1648765489490214089,0.03,0,pr,31/03/2022
17139,104422,331,pr_1648688128439469331,0.03,0,pr,31/03/2022
43078,104423,258,pr_1648721830011074258,0.03,0,pr,31/03/2022
41315,104424,93,pr_1648712709129096093,0.03,0,pr,31/03/2022
20780,104430,1856,pr_1648744516871995856,0.03,0,pr,31/03/2022
6321,104434,1729,pr_1648718761196667729,0.03,0,pr,31/03/2022
3640,104436,1894,pr_1648734513278426894,0.03,0,pr,31/03/2022
30965,104438,1162,pr_1648729085325666162,0.03,0,pr,31/03/2022
17993,104442,711,pr_1648743840242089711,0.03,0,pr,31/03/2022
23093,104446,459,pr_1648730178148016459,0.03,0,pr,31/03/2022
16760,104447,1413,pr_1648711223090658413,0.03,0,pr,31/03/2022
39941,104448,13,pr_1648746454029156013,0.03,0,pr,31/03/2022
18773,104449,41,pr_1648744099610900041,0.03,0,pr,31/03/2022
34473,104452,434,pr_1648734974911607434,0.03,0,pr,31/03/2022
41069,104453,2551,pr_1648732113186394551,0.03,0,pr,31/03/2022
23904,104454,1232323238,pr_1648696896994457988,0.03,0,pr,31/03/2022
19664,104459,503,pr_1648728712347223503,0.03,0,pr,31/03/2022
14497,104461,2409,pr_1648708906605974409,0.03,0,pr,31/03/2022
966,104463,32123232323,pr_1648705581933619298,0.03,0,pr,31/03/2022
10955,104464,420,pr_1648731316040674420,0.03,0,pr,31/03/2022
28092,104471,3176,pr_1648701581891186176,0.03,0,pr,31/03/2022
35380,104476,2114,pr_1648730329334416114,0.03,0,pr,31/03/2022
29251,104479,1500,pr_1648744289560153500,0.03,0,pr,31/03/2022
36534,104481,562,pr_1648751110795657562,0.03,0,pr,31/03/2022
37548,104482,2144,pr_1648747230420458144,0.03,0,pr,31/03/2022
113,104484,1706,pr_1648733309818408706,0.03,0,pr,31/03/2022
36674,104485,1967,pr_1648740501602355967,0.03,0,pr,31/03/2022
26492,104488,2405,pr_1648720476669841405,0.03,0,pr,31/03/2022
26765,104490,2317,pr_1648810026006372317,0.03,0,pr,1/4/2022
23071,104493,2073,pr_1648819509170816073,0.03,0,pr,1/4/2022
38533,104494,1071,pr_1648805344744389071,0.03,0,pr,1/4/2022
36843,104496,1678,pr_1648820210934491678,0.03,0,pr,1/4/2022
36640,104503,1581,pr_1648839104938347581,0.03,0,pr,1/4/2022
16990,104506,2474,pr_1648840416004134474,0.03,0,pr,1/4/2022
42443,104507,691,pr_1648841975096229691,0.03,0,pr,1/4/2022
11277,104509,690,pr_1648832010052569690,0.03,0,pr,1/4/2022
43716,104511,151,pr_1648816864046094151,0.03,0,pr,1/4/2022
35451,104512,531,pr_1648805975847419531,0.03,0,pr,1/4/2022
30738,104514,643,pr_1648826291178437643,0.03,0,pr,1/4/2022
30067,104518,686,pr_1648773607263448686,0.03,0,pr,1/4/2022
4371,104522,644,pr_1648822641710571644,0.03,0,pr,1/4/2022
38028,104524,1143,pr_1648813562318840143,0.03,0,pr,1/4/2022
4631,104526,2359,pr_1648806194302016359,0.03,0,pr,1/4/2022
24275,104527,935,pr_1648840921803073935,0.03,0,pr,1/4/2022
10120,104530,1502,pr_1648800810687277502,0.03,0,pr,1/4/2022
30304,104532,217,pr_1648799576058163217,0.03,0,pr,1/4/2022
12174,104533,879,pr_1648831317532832879,0.03,0,pr,1/4/2022
27048,104546,550,pr_1648897830920844550,0.03,0,pr,2/4/2022
13590,104548,1574,pr_1648924582456188574,0.03,0,pr,2/4/2022
15541,104553,1139,pr_1648901767371658139,0.03,0,pr,2/4/2022
21563,104561,1322,pr_1648887535984532322,0.03,0,pr,2/4/2022
29790,104562,2152,pr_1648934794692579152,0.03,0,pr,2/4/2022
33142,104565,2091,pr_1648881019692373091,0.03,0,pr,2/4/2022
24938,104566,3240,pr_1648899093442927240,0.03,0,pr,2/4/2022
8129,104569,596,pr_1648906047530281596,0.03,0,pr,2/4/2022
14464,104572,1197,pr_1648899738979011197,0.03,0,pr,2/4/2022
25225,104576,1611,pr_1648905700172620611,0.03,0,pr,2/4/2022
19911,104578,556,pr_1648894610721123556,0.03,0,pr,2/4/2022
11530,104579,392,pr_1648880567374255392,0.03,0,pr,2/4/2022
27476,104586,482,pr_1648885401492844482,0.03,0,pr,2/4/2022
37637,104588,1063,pr_1648992351476343063,0.03,0,pr,3/4/2022
18106,104590,959,pr_1649013789264050959,0.03,0,pr,3/4/2022
40069,104593,639,pr_1649013002915572639,0.03,0,pr,3/4/2022
11212,104594,1121,pr_1648948363233261121,0.03,0,pr,3/4/2022
34944,104596,852,pr_1648994192370822852,0.03,0,pr,3/4/2022
26737,104599,107,pr_1648997430682627107,0.03,0,pr,3/4/2022
29579,104602,1725,pr_1648986950620949725,0.03,0,pr,3/4/2022
1557,104606,1644,pr_1649015473997572644,0.03,0,pr,3/4/2022
25263,104613,774,pr_1649010003042171774,0.03,0,pr,3/4/2022
21309,104622,493,pr_1648968540862342493,0.03,0,pr,3/4/2022
41137,104633,3199,pr_1649000869028812199,0.03,0,pr,3/4/2022
40068,104639,168,pr_1648983810294379168,0.03,0,pr,3/4/2022
28903,104640,2521,pr_1648991881755355521,0.03,0,pr,3/4/2022
2265,104641,65,pr_1648977215362819065,0.03,0,pr,3/4/2022
42004,104643,562,pr_1648955830148866562,0.03,0,pr,3/4/2022
38666,104654,668,pr_1648990796313533668,0.03,0,pr,3/4/2022
42131,104655,2285,pr_1648995203190749285,0.03,0,pr,3/4/2022
14514,104659,484,pr_1649058169195440484,0.03,0,pr,4/4/2022
38625,104666,197,pr_1649041629497913197,0.03,0,pr,4/4/2022
33496,104668,73,pr_1649077074930282073,0.03,0,pr,4/4/2022
7011,104680,1321,pr_1649086930145018321,0.03,0,pr,4/4/2022
45032,104683,306,pr_1649096195694500306,0.03,0,pr,4/4/2022
30000,104684,795,pr_1649054772545802795,0.03,0,pr,4/4/2022
32882,104685,971,pr_1649040509847829971,0.03,0,pr,4/4/2022
11575,104688,878,pr_1649085712268646878,0.03,0,pr,4/4/2022
